purchase,ad,clicked,browse,income_level,age
1380,1,1.0,0.0,1765.4225724824225,36.10107099901853
1570,0,0.0,0.0,2412.3110478601875,33.46762548905468
1380,1,0.0,0.0,1460.2535036537042,20.377087878272302
1580,0,0.0,0.0,2556.2847430264865,29.1106055831035
1680,0,0.0,0.0,2543.6128262381812,32.67455651267588
1580,0,0.0,0.0,2324.9823856959188,26.36455464256719
1380,0,0.0,0.0,1805.1896648959726,18.066359558157536
1360,1,1.0,1.0,2141.908131014258,34.25591793607002
1310,0,0.0,0.0,1670.3353714201403,28.150075822864718
1230,1,0.0,0.0,1479.810588325191,29.836924448502504
1460,0,0.0,0.0,2174.0315313933665,31.344948451698173
1320,1,0.0,0.0,1163.4826303062916,27.656201677161086
1240,1,1.0,1.0,1374.5274606588275,25.850541416299368
1320,0,0.0,0.0,1779.8579400202314,33.31766843723443
1440,0,0.0,0.0,2072.024144946145,31.972310595114077
1320,1,1.0,0.0,1758.5893963322721,26.349159048358604
1300,0,0.0,0.0,1826.2081946584906,29.920309989346993
1200,1,1.0,1.0,1341.1519332338655,27.13510813770846
1130,1,1.0,1.0,1377.8691790176858,19.362472384231456
1330,1,1.0,0.0,1901.66414573441,35.90859566245483
1380,0,0.0,0.0,1908.0779213680976,31.910581158751008
1330,0,0.0,0.0,1273.1089982046283,34.402285386176594
1330,0,0.0,0.0,1648.2572950449007,28.55348535683279
1590,0,0.0,0.0,2611.1037124555332,34.15760562611662
1730,0,0.0,0.0,2780.623620179499,28.674967442654722
1340,1,0.0,0.0,1733.006159007363,38.07307985307271
1410,0,0.0,0.0,1532.9840321458441,28.039399661865353
1310,1,1.0,1.0,1684.5586222478398,21.111136084826377
1250,0,0.0,0.0,1229.0457348497903,31.68087415057651
1480,0,0.0,0.0,1690.9849403967787,30.05022265299002
1300,0,0.0,0.0,1163.7310839355537,26.69157450206371
1170,0,0.0,0.0,1242.6328519192482,27.891192240702523
1300,0,0.0,0.0,1786.6392216199947,33.74320296270389
1480,1,1.0,1.0,2163.656242034729,25.42793901086194
1490,0,0.0,0.0,2288.1719446996917,38.76915569306861
1560,1,1.0,1.0,2098.5715223107545,33.19039738277618
1430,0,0.0,0.0,1784.5293707459475,29.677386678821378
1400,1,1.0,1.0,1955.0539254474834,38.613884131694086
1390,1,1.0,1.0,1849.7786390929093,34.769170749376485
1590,1,1.0,1.0,2780.5570892307333,32.87391279172237
1410,1,1.0,1.0,2257.973290607483,32.971336272194854
1280,1,1.0,1.0,1390.5498694872242,26.109602343101518
1330,0,0.0,0.0,2265.0763878720963,29.34756656899065
1670,1,1.0,0.0,2640.9549919339493,32.8415746873819
1290,0,0.0,0.0,1511.1405131271158,24.57192553038238
1250,1,1.0,1.0,1701.4610684585957,28.707229622824567
1790,0,0.0,0.0,2776.515008834317,27.448038784165416
1220,1,1.0,1.0,1837.5450542699077,35.32325871410319
1340,1,1.0,1.0,1569.4451391145642,27.318555237373918
1590,0,0.0,0.0,2097.324755238977,23.403946748656224
1330,1,1.0,1.0,1621.7371873913376,28.8726984802503
1270,1,1.0,1.0,1359.797939118235,29.171988698403215
1420,1,1.0,1.0,2373.904437780307,26.293785464396304
1190,1,1.0,1.0,1942.8537570161648,25.00666316079385
1330,1,1.0,1.0,1761.9673136679585,28.441504990928482
1430,1,1.0,1.0,1647.0569509020038,31.989070458396995
1520,0,0.0,0.0,2104.086999144295,29.414497926143667
1320,1,1.0,1.0,1871.051703179457,42.99990331618302
1410,0,0.0,0.0,2059.0212687508465,30.28167876448335
1350,0,0.0,0.0,1788.4757029662517,32.615480900643774
1410,1,0.0,0.0,1727.5576641122566,30.216033050031648
1430,1,1.0,0.0,2012.166334568396,30.45198993126457
1510,0,0.0,0.0,1728.4363795724169,20.66141830261769
1420,1,1.0,1.0,1758.3638512522498,25.057754070855065
1230,0,0.0,0.0,1476.6908151680102,24.66607222921443
1430,1,0.0,0.0,1774.898404844586,33.19175822966655
1180,1,0.0,0.0,1404.7916986227922,27.48433969694497
1190,0,0.0,0.0,1045.852361815139,24.072589088377164
1320,1,1.0,1.0,1792.6723263283004,34.07896363504496
1680,1,1.0,1.0,2640.517595510554,30.428400915962655
1240,0,0.0,0.0,1386.8505484720852,38.900653750759666
1010,0,0.0,0.0,827.2001054501775,23.16012878864978
1260,1,1.0,1.0,1662.1302213753243,31.63368767379846
1640,1,1.0,0.0,2216.504213408783,31.15497763577319
1550,0,0.0,0.0,2459.271711221924,31.495417057637063
1310,1,1.0,1.0,1693.5291850583124,32.56217061663121
1330,0,0.0,0.0,1665.0980100415932,30.240316596622414
1360,1,1.0,1.0,1837.9016936996431,26.12084137664356
1340,0,0.0,0.0,1619.0686783083738,28.153373514888845
1200,0,0.0,0.0,1730.5204682299525,30.40322137157979
1440,0,0.0,0.0,2472.419714926212,28.188931257378492
1100,0,0.0,0.0,1400.375552460473,39.126045597269666
1480,0,0.0,0.0,2256.8243783991256,18.773528091569904
1240,1,1.0,1.0,1391.6096473842267,41.59529918554373
1440,1,1.0,0.0,2020.8820905413188,19.775852334896808
1350,0,0.0,0.0,1525.3408251648389,31.825413354464263
1450,1,1.0,1.0,2104.7979739056013,27.61700864647098
1440,1,1.0,1.0,1653.9711680175917,18.97295278626855
1330,1,1.0,1.0,1345.2395504440888,34.66571420113948
1410,1,0.0,0.0,1818.9073227099677,18.147747856319455
1440,1,0.0,0.0,2070.164121514221,24.646939226046918
1340,0,0.0,0.0,1639.0992172316296,26.718524704026276
1280,1,1.0,1.0,1434.2077278569682,28.044809819201618
1460,1,1.0,1.0,2327.1675104937494,38.376470630750994
1550,0,0.0,0.0,2532.5271469830527,29.964882060873723
1540,0,0.0,0.0,2047.5981468106763,22.95944813198892
1230,1,1.0,1.0,1415.0464103230615,33.114738247133346
1050,1,1.0,1.0,1212.6573380839393,27.702724863235947
1440,1,1.0,0.0,1969.075405092822,24.25600656315744
1490,0,0.0,0.0,1614.2884105312369,32.4735621336915
1460,0,0.0,0.0,1863.17832938931,25.770574919445536
1460,1,1.0,1.0,1926.6713552130038,34.67476987756191
1180,0,0.0,0.0,1083.1470954440617,33.609916669394664
1310,1,1.0,1.0,1383.7532182831171,26.339106388954132
1380,0,0.0,0.0,1702.9638776303439,39.10451007273146
1450,0,0.0,0.0,1736.562133921829,25.782398734916512
1300,0,0.0,0.0,1930.70794301639,29.6730141212228
1220,0,0.0,0.0,1309.0988353217256,30.74834395845975
1480,1,1.0,1.0,2101.7872620193657,29.036536146208103
1220,0,0.0,0.0,1630.3681219320956,38.588566909557024
1420,1,1.0,1.0,1622.7758659840724,31.195312349794076
1350,0,0.0,0.0,1452.7822238459853,28.31688775684465
1160,0,0.0,0.0,1112.2077162152752,35.46156121227809
1350,1,1.0,1.0,1615.539691305086,30.14448172013714
1530,0,0.0,0.0,2442.805948785382,30.968594009651163
1680,0,0.0,0.0,2301.0050898676136,25.629946806079793
1290,1,1.0,1.0,1580.1239969035325,35.068341427388255
1250,0,0.0,0.0,1496.3064533192369,23.817179951002192
1380,0,0.0,0.0,1638.4734757102435,25.04959978976305
1480,0,0.0,0.0,1848.1057141516962,26.650940562537166
1590,0,0.0,0.0,1844.4305051157628,24.228690046689962
1370,1,1.0,1.0,1642.118644338976,28.485946838327067
1420,1,1.0,1.0,1967.6681549652737,29.89196274213398
1260,1,1.0,1.0,1398.845019166654,27.706640132051568
1510,0,0.0,0.0,2032.1714323295244,24.941597277549505
1180,1,1.0,1.0,1201.2347022417337,33.68957745398855
1240,0,0.0,0.0,1278.130909114566,25.248404129115283
1440,0,0.0,0.0,1733.341337866459,28.323156079652815
1500,0,0.0,0.0,1694.9471740863405,31.76240379727411
1440,1,1.0,1.0,2285.696032719993,36.1620654812258
1480,0,0.0,0.0,2048.873388881101,33.155393607098375
1250,1,1.0,1.0,1705.08741983407,29.899501581571496
1290,0,0.0,0.0,1645.7228448919395,28.126012038493293
1120,1,1.0,0.0,1194.106017748344,32.85391760267405
1660,0,0.0,0.0,2490.401800422604,25.608557652808884
1250,0,0.0,0.0,1325.9688833836644,30.752313325474642
1430,1,1.0,1.0,1488.0339279629604,22.592526676929804
1370,0,0.0,0.0,1782.7903787596251,32.61578580205305
1200,0,0.0,0.0,1411.8087325174067,29.99257020039664
1810,1,1.0,1.0,2928.0422609837397,25.77637160154697
1460,0,0.0,0.0,1845.6222566507545,28.272754406281155
1280,1,1.0,1.0,1680.758823129902,32.77057596873808
1480,1,1.0,0.0,1978.8052876165227,25.890198115826042
1330,1,1.0,1.0,1578.5758518338387,28.482146643249575
1270,1,1.0,1.0,1561.0791978009534,28.42494812239506
1160,0,0.0,0.0,1274.676644324973,33.82213212234275
1290,1,1.0,1.0,1668.660440733478,32.6762696037994
1280,1,1.0,1.0,1281.2694002349535,25.566933775840546
1590,1,0.0,0.0,2357.5866765838973,24.48065043613692
1370,0,0.0,0.0,1828.8713078680137,31.890568973875727
1580,1,1.0,1.0,2462.168041167513,32.74377172280744
1130,0,0.0,0.0,1175.8401361470878,32.945561396777656
1220,0,0.0,0.0,1350.3306005989612,29.34613829735792
1240,0,0.0,0.0,1609.528094731526,27.183920387164562
1280,1,1.0,1.0,1046.7320608284676,34.4518085274001
1600,1,1.0,1.0,2302.786577023074,36.6137983903703
1320,1,1.0,1.0,1492.7991045573594,26.162617435054273
1590,0,0.0,0.0,2466.7942343792215,26.02419520354238
1220,1,1.0,1.0,1422.4681106594103,43.16613080688401
1220,1,1.0,0.0,1673.8642952752598,32.24452701510546
1190,0,0.0,0.0,1148.8713638388278,30.26215582848777
1500,1,1.0,0.0,1833.014417961924,25.976965675940672
1480,1,1.0,1.0,2358.950046711543,30.545586621787873
1260,0,0.0,0.0,1253.9234608405004,26.726380991742083
1500,1,1.0,1.0,2358.37559175549,28.31098395037083
1270,1,1.0,1.0,1565.047405390971,32.28254710672784
1370,1,0.0,0.0,1542.1456543756942,25.332491666948254
1260,1,1.0,0.0,1452.096056911936,26.50981266294122
1430,0,0.0,0.0,1812.888157688549,36.53022929908819
1150,0,0.0,0.0,1207.2307159236957,28.217952763630038
1560,1,1.0,1.0,2485.793778248097,39.31644596011616
1380,1,1.0,0.0,1295.104042608381,23.13897918101566
1400,1,1.0,1.0,2182.7390814850537,27.207278709124342
1410,0,0.0,0.0,1939.200378591903,28.009271132679693
1490,0,0.0,0.0,1826.188704716315,27.38468948268395
1450,1,0.0,0.0,1881.566709036883,26.919453352070747
1350,1,1.0,1.0,1684.5077843665354,36.06969308561106
1650,1,1.0,1.0,2188.6415624730016,31.0242993539775
1250,1,1.0,1.0,1430.4319733394495,36.918507939371615
1640,0,0.0,0.0,2368.720903833957,31.840545666906895
1320,1,1.0,0.0,1702.4737732279398,26.138922430206325
1270,1,1.0,1.0,1655.4252452500698,27.935744142469048
1350,0,0.0,0.0,1519.5692290282454,25.785653472755765
1360,1,1.0,1.0,1782.7203779799277,30.171776563738273
1550,0,0.0,0.0,2345.8564607947187,27.900772284465248
1380,1,1.0,0.0,1852.716717652581,31.215459171384538
1300,1,1.0,0.0,1707.1692939806976,30.705780528346306
1750,0,0.0,0.0,2804.768052725855,31.535249248537102
1310,1,1.0,0.0,1689.942156346055,33.705673014307436
1860,0,0.0,0.0,2633.023515849858,26.221832783463462
1540,0,0.0,0.0,1952.3656586989318,33.64227488807904
1280,0,0.0,0.0,1585.55246193272,29.057097147776453
1350,0,0.0,0.0,1551.850128524109,27.204597456037398
1570,0,0.0,0.0,2213.1783100259872,25.743621316243072
1520,0,0.0,0.0,1663.5660788734256,26.896785928237012
1550,0,0.0,0.0,2079.0024492839166,31.088211112415813
1120,0,0.0,0.0,1211.5979469525246,24.575127567451908
1480,0,0.0,0.0,2329.1524839045182,38.168754288639406
1170,0,0.0,0.0,1410.9919117627524,36.8736140831208
1450,1,0.0,0.0,2107.3970876959875,33.76409467089138
1600,0,0.0,0.0,2229.9144777071897,24.03215802003545
1480,0,0.0,0.0,1851.1507547142007,31.813957980911937
1220,1,1.0,1.0,1608.7333395009837,37.815031274142406
1370,0,0.0,0.0,1640.8883056588315,24.184495927835187
1460,0,0.0,0.0,2109.3356494882214,30.591484744262313
1330,1,1.0,1.0,1455.887427964482,31.5565320265876
1360,0,0.0,0.0,1948.0439210786762,23.805013785774523
1300,1,1.0,0.0,1547.4417464550095,31.86797918661991
1480,1,1.0,1.0,1908.1843746854681,25.787983699868057
1340,0,0.0,0.0,1883.8235693309773,25.343507315729877
1300,0,0.0,0.0,1195.815960763858,25.62751753511011
1150,0,0.0,0.0,1048.199049269917,43.49908330934085
1420,0,0.0,0.0,2247.88672429349,32.80092728828904
1580,1,1.0,1.0,1888.597416713716,25.02198538194896
1760,0,0.0,0.0,2561.440854448178,21.69004585664728
1330,0,0.0,0.0,1570.1837706303397,23.42290118353856
1170,0,0.0,0.0,1266.6826942462794,32.2368960176103
1300,0,0.0,0.0,1183.0303325305672,26.42621843173698
1390,0,0.0,0.0,1959.4991711514997,22.757422590348455
1430,0,0.0,0.0,1761.6648842362522,24.72881890963231
1470,0,0.0,0.0,1730.7393847555086,22.67601364428073
1360,1,0.0,0.0,1607.2571202811791,31.934840220159366
1410,0,0.0,0.0,1782.0532801554452,29.061533293697345
1240,0,0.0,0.0,1667.497544680064,33.196796074833664
1430,1,1.0,1.0,1730.437272226807,36.23722567049643
1220,1,1.0,0.0,1457.397934601868,34.02249238837896
1270,0,0.0,0.0,1066.8715960197474,18.448314193819016
1370,0,0.0,0.0,1612.6766501889779,32.65464229808631
1410,0,0.0,0.0,1848.0595010700251,34.96480897104554
1400,1,1.0,1.0,1747.0178614771964,22.137514400706863
1370,0,0.0,0.0,1982.0406452872628,26.261730870535004
1450,0,0.0,0.0,2223.573892528865,33.79390665779086
1120,1,1.0,1.0,1085.9234293653608,36.04529932423267
1530,1,1.0,1.0,1886.6594891402776,20.825076330895918
1300,1,0.0,0.0,1536.9679716525068,26.306541082082635
1500,1,1.0,1.0,2139.3984606305776,33.386305328910204
1570,1,1.0,1.0,1752.6410525147871,29.319923745815743
1450,0,0.0,0.0,1684.6589979780742,20.337340695423208
1350,0,0.0,0.0,1690.082608692818,32.46632400118057
1100,0,0.0,0.0,1174.6898342159545,32.639887403451425
1330,1,1.0,1.0,1567.6583083665096,31.68382720280176
1500,0,0.0,0.0,2343.1364882679964,28.3604116201866
1330,0,0.0,0.0,1269.9899640591207,19.777091097551786
1400,1,1.0,1.0,1908.2886714663478,35.41670966904087
1390,0,0.0,0.0,1732.4925027164707,22.98317904413106
1410,1,1.0,1.0,1888.7075663723674,22.106091535843717
1340,0,0.0,0.0,1271.3518982754258,26.04311511247394
1560,1,1.0,1.0,1898.3627289237352,24.213356355550708
1430,0,0.0,0.0,2007.0286022994728,32.39119768957234
1280,0,0.0,0.0,1536.6861775041632,30.692155833304334
1460,1,1.0,0.0,2176.4014667041783,36.95920548401999
1180,0,0.0,0.0,1562.2664214880351,40.05798353506284
1600,0,0.0,0.0,2422.4259998982716,26.82316193747637
1380,0,0.0,0.0,1490.2368421888439,29.124755932850267
1340,0,0.0,0.0,1552.6557333842209,22.026092907902584
1520,1,1.0,1.0,1999.0160461437185,33.70533878422695
1550,1,1.0,0.0,2222.965031111317,21.762857441392512
1340,1,0.0,0.0,1409.649187856772,28.17331930254015
1650,0,0.0,0.0,2511.2266184700475,26.037868636463607
1650,0,0.0,0.0,2402.1109312253798,44.09553322723767
1240,0,0.0,0.0,1103.1400022557596,26.36211867883558
1360,1,1.0,0.0,1876.0652030557753,28.24053237071798
1330,1,1.0,0.0,1574.1686363341237,29.877644365907024
1580,1,1.0,0.0,2182.6298878551615,27.181927151862315
1250,0,0.0,0.0,1652.3456320000712,22.476773337700703
1660,0,0.0,0.0,2403.2275174876045,32.627141467810716
1180,1,0.0,0.0,1065.6895955807752,28.807475709145756
1440,0,0.0,0.0,1872.5413059494358,39.419700646136086
1410,1,1.0,0.0,1885.5325971286175,20.559274293502682
1400,1,1.0,0.0,1782.1996818754594,30.02728539051444
1400,0,0.0,0.0,1860.198644243857,25.92621889056525
1630,1,1.0,1.0,2060.911427732449,28.723138515666307
1450,1,1.0,1.0,1865.01503911811,32.02023484721616
1530,0,0.0,0.0,2767.94386777369,36.07698045597246
1360,1,1.0,0.0,2013.4756281632413,32.38477158974994
1530,1,1.0,1.0,2501.7600524439076,31.9622118321723
1200,1,1.0,1.0,1055.9782523374022,27.48266128437275
1350,1,1.0,0.0,1563.188855628934,30.422714786471733
1290,1,1.0,1.0,1472.9802161599143,21.455994278959388
1330,1,0.0,0.0,1567.7811691948011,30.665097606336115
1330,0,0.0,0.0,1579.6964562558367,28.82800102055616
1600,0,0.0,0.0,2327.6953403972625,29.60078082647346
1210,0,0.0,0.0,1443.441491185229,33.22078400314627
1410,0,0.0,0.0,2127.1925791635495,25.072863619875765
1530,0,0.0,0.0,1892.5659997858902,29.932925945094308
1530,0,0.0,0.0,2304.3511388369175,23.913617808401526
1350,0,0.0,0.0,1469.870041440493,27.731289724818474
1340,1,0.0,0.0,1802.119165303387,36.71891651921223
1280,0,0.0,0.0,1855.2837584822535,29.53014095565608
1480,1,1.0,1.0,1448.8698571782668,24.38499105030132
1170,1,1.0,1.0,1073.8629387739531,34.902619868524724
1370,0,0.0,0.0,2251.2485923454133,33.481026121612864
1430,1,1.0,0.0,2004.6650627272527,29.362508054534235
1540,0,0.0,0.0,2156.689126183848,26.93509231997865
1390,1,0.0,0.0,1453.6001788419412,31.38990270389231
1210,0,0.0,0.0,1744.4630137181946,31.763241631692797
1280,0,0.0,0.0,1569.316113883484,37.125233390198545
1410,0,0.0,0.0,1827.7365239888607,30.41725353062511
1280,1,1.0,1.0,1272.3336456883912,26.881925946217134
1380,0,0.0,0.0,1497.031171638776,28.731338110250622
1010,1,1.0,1.0,964.3958688898522,34.79876171108511
1580,1,1.0,1.0,1723.3362752009202,25.040582233772128
1170,0,0.0,0.0,1356.8122637031136,32.3153909485438
1480,1,1.0,1.0,1845.3418399344546,25.345656550572443
1420,0,0.0,0.0,2166.7972211859774,33.071991035822876
1520,0,0.0,0.0,2058.0794568990673,27.833827017008872
1360,0,0.0,0.0,2055.230830714087,37.01426033395591
1360,1,1.0,1.0,1697.607802376982,31.634188830605744
1400,1,1.0,1.0,1539.1045073361508,29.294344480613212
1200,1,1.0,1.0,1380.612817815979,29.069505630708246
1690,1,1.0,1.0,2193.0892789036266,29.49206497927691
1620,1,1.0,1.0,2393.644796605845,18.336390282124245
1380,1,0.0,0.0,1734.912668510971,35.968339278828886
1260,0,0.0,0.0,1541.234130063089,32.02250255264539
1200,0,0.0,0.0,1609.745227138265,26.448753297408835
1400,1,0.0,0.0,1909.0773380230878,30.62726156830041
1460,0,0.0,0.0,1697.6683956605805,32.797816128573324
1660,1,1.0,0.0,2516.8712259048957,38.27307416631575
1280,1,1.0,1.0,1387.53654713591,30.442006631197753
1450,1,1.0,0.0,2014.0064355642753,22.565474365575362
1320,0,0.0,0.0,1594.3999112939775,27.565883948229327
1210,0,0.0,0.0,1859.7600012397816,36.06157788209722
1230,1,1.0,1.0,1406.5007718459217,40.51841329433167
1410,0,0.0,0.0,1761.327841952426,28.197831981756345
1330,1,1.0,1.0,1771.6144427558486,22.645134235627133
1430,0,0.0,0.0,1913.95744884171,32.179084325105954
1450,0,0.0,0.0,1879.7608830831375,22.870234633190357
1440,0,0.0,0.0,1725.1807030930984,32.86751131617055
1260,1,1.0,1.0,1339.1247875142665,24.738950912235786
1470,1,1.0,1.0,1674.389008541602,30.099985536960396
1290,0,0.0,0.0,1826.1620909354979,34.595970262087995
1080,0,0.0,0.0,1284.371766695918,30.31199000059507
1310,1,1.0,0.0,1836.9217776399737,29.681483107411808
1310,0,0.0,0.0,1505.2320202930337,28.946129443743605
1450,0,0.0,0.0,2063.113251922906,27.056904265790926
1660,0,0.0,0.0,2601.1714418427855,31.529339086844164
1510,0,0.0,0.0,2199.1426420350876,23.00860808961828
1650,1,1.0,1.0,1997.2326538021673,34.516037451422754
1350,0,0.0,0.0,1806.4216681074133,29.502413447049012
1310,0,0.0,0.0,1425.751087017874,30.980625265122754
1220,0,0.0,0.0,1158.5579401508526,35.57686012202467
1530,1,1.0,1.0,1730.1715609168482,30.516095425048427
1200,0,0.0,0.0,1650.1732073126682,27.855451938359028
1430,1,1.0,0.0,2268.4478846240704,34.79001076252298
1400,1,1.0,1.0,2022.636430386284,36.10571589409031
1260,1,1.0,1.0,1519.7998211038225,31.05107323371284
1220,0,0.0,0.0,1402.1405652140968,20.992156774859808
1350,1,1.0,1.0,2000.2256654258103,29.64212349997649
1420,0,0.0,0.0,1700.4943803150074,20.22490887731206
1380,0,0.0,0.0,1453.1886180821791,35.19245322698759
1170,1,1.0,1.0,1176.500757612841,29.457130498694433
1380,0,0.0,0.0,1633.2433334142597,28.451327307808043
1440,0,0.0,0.0,1698.6868352343827,34.48807190592547
1130,0,0.0,0.0,1026.1773699286844,24.929791191740264
1450,0,0.0,0.0,2232.7920767619426,40.65683904137406
1320,1,1.0,1.0,1462.9162394561795,35.52142668005298
1520,0,0.0,0.0,2158.25980921379,29.30036211662527
1270,0,0.0,0.0,1624.542981610365,30.81335883245842
1380,0,0.0,0.0,1310.2452917099429,30.134019814356712
1380,1,1.0,1.0,1802.9910273948656,30.624821549053596
1420,0,0.0,0.0,2058.977073573846,32.140908581942774
1000,0,0.0,0.0,964.4067701260683,26.411298609595246
1550,1,1.0,1.0,2033.6440880738949,21.181569896466975
1130,0,0.0,0.0,1285.791622067737,26.518617990530355
1560,0,0.0,0.0,2342.1716394760447,33.92460196427498
1390,0,0.0,0.0,1516.300850787575,24.42591731917708
1460,1,0.0,0.0,2343.4014047187898,31.85499399509262
1520,0,0.0,0.0,2134.0313423019957,24.310231857665222
1380,1,1.0,1.0,1762.990416954579,29.316396824855975
1270,1,0.0,0.0,1373.1524365884682,22.4705858556745
1360,1,0.0,0.0,1559.9445927731567,38.95439000369652
1290,0,0.0,0.0,1679.0269107499744,35.107601540193734
1550,0,0.0,0.0,2451.262502637703,35.44028202702201
1250,1,1.0,1.0,1453.7871309524478,38.95261942549147
1170,1,0.0,0.0,1449.1366925931814,31.794125406579074
1440,0,0.0,0.0,2056.424175215193,30.29553769119515
1120,0,0.0,0.0,993.5272252972247,33.895152364322165
1150,1,0.0,0.0,1309.1130964170277,28.960228512029058
1420,1,1.0,1.0,1797.9053434501338,27.35594692084765
1150,1,1.0,1.0,1327.918539718909,36.93162411704932
1290,0,0.0,0.0,1464.9553409554062,28.384992287825177
1150,0,0.0,0.0,828.3181948561532,31.77086216520841
1450,0,0.0,0.0,2042.4959139084983,24.17701353584783
1510,0,0.0,0.0,2034.6417152171828,20.467178608744792
1560,0,0.0,0.0,2227.963832091828,24.93972317312691
